    .4167E-01    .1490E+00    .3118E+00    .3741E+02    .4872E+02    .3138E+00
    .8333E-01    .2980E+00    .3097E+00    .3921E+02    .4872E+02    .3138E+00
    .1250E+00    .4471E+00    .3075E+00    .4110E+02    .4872E+02    .3138E+00
    .1667E+00    .5961E+00    .3053E+00    .4307E+02    .4872E+02    .3138E+00
    .2083E+00    .7451E+00    .3029E+00    .4514E+02    .4872E+02    .3138E+00
    .2500E+00    .8941E+00    .3005E+00    .4730E+02    .4872E+02    .3138E+00
    .2917E+00    .1043E+01    .2980E+00    .4956E+02    .5037E+02    .3138E+00
    .3333E+00    .1192E+01    .2954E+00    .5191E+02    .5208E+02    .3138E+00
    .3750E+00    .1341E+01    .2927E+00    .5437E+02    .5389E+02    .3138E+00
    .4167E+00    .1490E+01    .2898E+00    .5693E+02    .5577E+02    .3138E+00
    .4583E+00    .1639E+01    .2869E+00    .5961E+02    .5774E+02    .3138E+00
    .5000E+00    .1788E+01    .2839E+00    .6238E+02    .5981E+02    .3138E+00
    .5417E+00    .1937E+01    .2808E+00    .6527E+02    .6196E+02    .3101E+00
    .5833E+00    .2086E+01    .2775E+00    .6827E+02    .6422E+02    .3064E+00
    .6250E+00    .2235E+01    .2742E+00    .7139E+02    .6657E+02    .3024E+00
    .6667E+00    .2384E+01    .2707E+00    .7462E+02    .6902E+02    .2983E+00
    .7083E+00    .2533E+01    .2671E+00    .7796E+02    .7158E+02    .2941E+00
    .7500E+00    .2682E+01    .2634E+00    .8142E+02    .7424E+02    .2897E+00
    .7917E+00    .2831E+01    .2596E+00    .8500E+02    .7552E+02    .2851E+00
    .8333E+00    .2980E+01    .2557E+00    .8869E+02    .7684E+02    .2803E+00
    .8750E+00    .3129E+01    .2517E+00    .9250E+02    .7819E+02    .2753E+00
    .9167E+00    .3278E+01    .2476E+00    .9642E+02    .7958E+02    .2701E+00
    .9583E+00    .3428E+01    .2434E+00    .1005E+03    .8099E+02    .2648E+00
    .1000E+01    .3577E+01    .2391E+00    .1046E+03    .8244E+02    .2592E+00
    .1042E+01    .3726E+01    .2330E+00    .1074E+03    .8391E+02    .2534E+00
    .1083E+01    .3875E+01    .2269E+00    .1101E+03    .8540E+02    .2474E+00
    .1125E+01    .4024E+01    .2207E+00    .1128E+03    .8691E+02    .2412E+00
    .1167E+01    .4173E+01    .2145E+00    .1154E+03    .8844E+02    .2348E+00
    .1208E+01    .4322E+01    .2082E+00    .1179E+03    .8998E+02    .2281E+00
    .1250E+01    .4471E+01    .2018E+00    .1203E+03    .9153E+02    .2213E+00
    .1292E+01    .4620E+01    .1955E+00    .1226E+03    .9304E+02    .2142E+00
    .1333E+01    .4769E+01    .1890E+00    .1248E+03    .9446E+02    .2068E+00
    .1375E+01    .4918E+01    .1826E+00    .1268E+03    .9580E+02    .1993E+00
    .1417E+01    .5067E+01    .1761E+00    .1287E+03    .9704E+02    .1915E+00
    .1458E+01    .5216E+01    .1697E+00    .1304E+03    .9817E+02    .1835E+00
    .1500E+01    .5365E+01    .1632E+00    .1319E+03    .9918E+02    .1753E+00
    .1542E+01    .5514E+01    .1568E+00    .1332E+03    .1001E+03    .1670E+00
    .1583E+01    .5663E+01    .1504E+00    .1343E+03    .1008E+03    .1586E+00
    .1625E+01    .5812E+01    .1441E+00    .1352E+03    .1014E+03    .1502E+00
    .1667E+01    .5961E+01    .1377E+00    .1358E+03    .1017E+03    .1418E+00
    .1708E+01    .6110E+01    .1315E+00    .1362E+03    .1020E+03    .1334E+00
    .1750E+01    .6259E+01    .1253E+00    .1363E+03    .1020E+03    .1251E+00
    .1792E+01    .6408E+01    .1192E+00    .1361E+03    .1019E+03    .1168E+00
    .1833E+01    .6557E+01    .1132E+00    .1357E+03    .1016E+03    .1086E+00
    .1875E+01    .6706E+01    .1072E+00    .1349E+03    .1012E+03    .1005E+00
    .1917E+01    .6855E+01    .1014E+00    .1338E+03    .1006E+03    .9257E-01
    .1958E+01    .7004E+01    .9574E-01    .1324E+03    .9993E+02    .8477E-01
    .2000E+01    .7153E+01    .9016E-01    .1307E+03    .9907E+02    .7716E-01
    .2042E+01    .7302E+01    .8474E-01    .1287E+03    .9807E+02    .6975E-01
    .2083E+01    .7451E+01    .7949E-01    .1265E+03    .9691E+02    .6259E-01
    .2125E+01    .7600E+01    .7442E-01    .1241E+03    .9560E+02    .5570E-01
    .2167E+01    .7749E+01    .6954E-01    .1215E+03    .9415E+02    .4909E-01
    .2208E+01    .7898E+01    .6484E-01    .1187E+03    .9255E+02    .4280E-01
    .2250E+01    .8047E+01    .6033E-01    .1157E+03    .9082E+02    .3686E-01
    .2292E+01    .8196E+01    .5602E-01    .1126E+03    .8897E+02    .3128E-01
    .2333E+01    .8345E+01    .5191E-01    .1094E+03    .8705E+02    .2609E-01
    .2375E+01    .8494E+01    .4799E-01    .1061E+03    .8505E+02    .2132E-01
    .2417E+01    .8643E+01    .4427E-01    .1026E+03    .8300E+02    .1698E-01
    .2458E+01    .8792E+01    .4075E-01    .9912E+02    .8092E+02    .1310E-01
    .2500E+01    .8941E+01    .3743E-01    .9559E+02    .7881E+02    .9690E-02
    .2542E+01    .9090E+01    .3431E-01    .9204E+02    .7670E+02    .6713E-02
    .2583E+01    .9239E+01    .3138E-01    .8851E+02    .7461E+02    .4141E-02
    .2625E+01    .9388E+01    .2863E-01    .8502E+02    .7256E+02    .1972E-02
    .2667E+01    .9537E+01    .2608E-01    .8161E+02    .7057E+02    .1981E-03
    .2708E+01    .9686E+01    .2371E-01    .7829E+02    .6866E+02   -.1189E-02
    .2750E+01    .9835E+01    .2151E-01    .7511E+02    .6685E+02   -.2204E-02
    .2792E+01    .9984E+01    .1949E-01    .7208E+02    .6513E+02   -.2861E-02
    .2833E+01    .1013E+02    .1763E-01    .6924E+02    .6352E+02   -.3181E-02
    .2875E+01    .1028E+02    .1592E-01    .6661E+02    .6202E+02   -.3182E-02
    .2917E+01    .1043E+02    .1437E-01    .6423E+02    .6064E+02   -.2893E-02
    .2958E+01    .1058E+02    .1295E-01    .6211E+02    .5941E+02   -.2336E-02
    .3000E+01    .1073E+02    .1167E-01    .6028E+02    .5833E+02   -.1545E-02
    .3042E+01    .1088E+02    .1051E-01    .5871E+02    .5740E+02   -.5460E-03
    .3083E+01    .1103E+02    .9454E-02    .5741E+02    .5664E+02    .6220E-03
    .3125E+01    .1118E+02    .8499E-02    .5636E+02    .5606E+02    .1931E-02
    .3167E+01    .1133E+02    .7633E-02    .5558E+02    .5567E+02    .3337E-02
    .3208E+01    .1147E+02    .6849E-02    .5506E+02    .5546E+02    .4810E-02
    .3250E+01    .1162E+02    .6138E-02    .5479E+02    .5544E+02    .6305E-02
    .3292E+01    .1177E+02    .5494E-02    .5478E+02    .5559E+02    .7790E-02
    .3333E+01    .1192E+02    .4908E-02    .5501E+02    .5589E+02    .9219E-02
    .3375E+01    .1207E+02    .4375E-02    .5547E+02    .5634E+02    .1056E-01
    .3417E+01    .1222E+02    .3889E-02    .5614E+02    .5693E+02    .1177E-01
    .3458E+01    .1237E+02    .3445E-02    .5700E+02    .5765E+02    .1281E-01
    .3500E+01    .1252E+02    .3040E-02    .5803E+02    .5847E+02    .1364E-01
    .3542E+01    .1267E+02    .2670E-02    .5922E+02    .5938E+02    .1429E-01
    .3583E+01    .1282E+02    .2331E-02    .6051E+02    .6036E+02    .1475E-01
    .3625E+01    .1296E+02    .2023E-02    .6191E+02    .6140E+02    .1500E-01
    .3667E+01    .1311E+02    .1742E-02    .6336E+02    .6246E+02    .1504E-01
    .3708E+01    .1326E+02    .1487E-02    .6485E+02    .6354E+02    .1486E-01
    .3750E+01    .1341E+02    .1258E-02    .6634E+02    .6459E+02    .1445E-01
    .3792E+01    .1356E+02    .1052E-02    .6780E+02    .6561E+02    .1382E-01
    .3833E+01    .1371E+02    .8682E-03    .6919E+02    .6661E+02    .1297E-01
    .3875E+01    .1386E+02    .7065E-03    .7048E+02    .6755E+02    .1190E-01
    .3917E+01    .1401E+02    .5655E-03    .7164E+02    .6841E+02    .1064E-01
    .3958E+01    .1416E+02    .4440E-03    .7265E+02    .6919E+02    .9205E-02
